date,nombre,variacion
2025-11-09,Pau Cubarsi,-0.028
2025-11-09,Javi Hernandez,-0.027
2025-11-09,José Salinas,-0.026
2025-11-09,Arsen Zakharyan,-0.026
2025-11-09,Juan Cruz,-0.026
2025-11-09,Mawuli Mensah,-0.025
2025-11-09,Ilias Akhomach,-0.025
2025-11-09,Diego Llorente,-0.025
2025-11-09,Alejandro Balde,-0.023
2025-11-09,Jones El-Abdellaoui,-0.022
2025-11-09,Omar Falah,-0.022
2025-11-09,Dani Cárdenas,-0.021
2025-11-09,Abel Ruiz,-0.021
2025-11-09,John Donald,-0.021
2025-11-09,Carlos Martín,-0.02
2025-11-09,Iván Villar,-0.02
2025-11-09,Aihen Muñoz,-0.019
2025-11-09,Ander Guevara,-0.019
2025-11-09,Nicolas Pépé,-0.019
2025-11-09,Robert Lewandowski,-0.019
2025-11-09,Ovie Ejaria,-0.018
2025-11-09,Aritz Elustondo,-0.018
2025-11-09,Vedat Muriqi,-0.018
2025-11-09,Raphinha,-0.018
2025-11-09,Ramón Terrats,-0.017
2025-11-09,Mariano Díaz,-0.017
2025-11-09,Jofre Torrents,-0.016
2025-11-09,Davinchi,-0.016
2025-11-09,Aitor Fernández,-0.016
2025-11-09,Ramón Martínez,-0.015
2025-11-09,Marcão,-0.015
2025-11-09,Djibril Sow,-0.015
2025-11-09,Largie Ramazani,-0.014
2025-11-09,Jon Pacheco,-0.013
2025-11-09,Lander Pinillos,-0.012
2025-11-09,Dani Parejo,-0.012
2025-11-09,Charles Pickel,-0.011
2025-11-09,Orri Óskarsson,-0.011
2025-11-09,Horațiu Moldovan,-0.011
2025-11-09,Pablo Marín,-0.011
2025-11-09,Moussa Diarra,-0.011
2025-11-09,Alan Matturro,-0.01
2025-11-09,Jorge Cabello,-0.009
2025-11-09,Jofre Carreras,-0.009
2025-11-09,Endrick,-0.009
2025-11-09,Álex Sancris,-0.009
2025-11-09,Jhon Solís,-0.008
2025-11-09,Pacha Espino,-0.008
2025-11-09,Takuma Asano,-0.008
2025-11-09,Antonio Rüdiger,-0.008
2025-11-09,Ferran Torres,-0.008
2025-11-09,Carlos Dominguez,-0.007
2025-11-09,Andriy Lunin,-0.007
2025-11-09,Fran Beltrán,-0.007
2025-11-09,Chidera Ejuke,-0.007
2025-11-09,Oier Luengo,-0.006
2025-11-09,Iker Muñoz,-0.006
2025-11-09,Nelson Deossa,-0.006
2025-11-09,Marko Dmitrović,-0.006
2025-11-09,Unai Gómez,-0.005
2025-11-09,Javi Galán,-0.005
2025-11-09,Sheraldo Becker,-0.005
2025-11-09,Thomas Lemar,-0.005
2025-11-09,Domingos Duarte,-0.005
2025-11-09,Victor Muñoz,-0.005
2025-11-09,Carlos Romero,-0.005
2025-11-09,Kwasi Sibo,-0.004
2025-11-09,Pablo Agudín,-0.004
2025-11-09,Unai Elgezabal,-0.004
2025-11-09,Alejandro Rego,-0.004
2025-11-09,Ferland Mendy,-0.003
2025-11-09,Alejandro Iturbe,-0.003
2025-11-09,Juan Musso,-0.003
2025-11-09,Bambo Diaby,-0.003
2025-11-09,Nico Serrano,-0.003
2025-11-09,Andoni Gorosabel,-0.003
2025-11-09,Abdul Mumin,-0.002
2025-11-09,André Almeida,-0.002
2025-11-09,Unai Marrero,-0.001
2025-11-09,Rubén Sánchez,-0.001
2025-11-09,Manu Morlanes,-0.001
2025-11-09,Vinícius Júnior,-0.001
2025-11-10,Aleix Febas,0.178
2025-11-10,Pablo Maffeo,0.168
2025-11-10,Brais Méndez,0.16
2025-11-10,Aymeric Laporte,0.155
2025-11-10,Marc Casadó,0.155
2025-11-10,Koke,0.153
2025-11-10,Borja Mayoral,0.149
2025-11-10,Ronald Araújo,0.147
2025-11-10,Sofyan Amrabat,0.147
2025-11-10,Óscar Mingueza,0.146
2025-11-10,Gerard Moreno,0.146
2025-11-10,Viktor Tsygankov,0.144
2025-11-10,Marcus Rashford,0.134
2025-11-10,Aimar Oroz,0.133
2025-11-10,Santi Comesaña,0.132
2025-11-10,Moi Gómez,0.131
2025-11-10,Robert Navarro,0.13
2025-11-10,Cucho Hernández,0.128
2025-11-10,Marc Bartra,0.128
2025-11-10,Sergio Herrera,0.128
2025-11-10,Marcos Llorente,0.123
2025-11-10,Renato Veiga,0.123
2025-11-10,Bryan Zaragoza,0.123
2025-11-10,Wojciech Szczęsny,0.122
2025-11-10,Pere Milla,0.121
2025-11-10,Juan Foyth,0.12
2025-11-10,Eduardo Camavinga,0.118
2025-11-10,Mikel Oyarzabal,0.117
2025-11-10,Fermín López,0.113
2025-11-10,Julen Agirrezabala,0.113
2025-11-10,Thiago Almada,0.113
2025-11-10,Jon Moncayola,0.112
2025-11-10,Paulo Gazzaniga,0.112
2025-11-10,Álvaro Núñez,0.111
2025-11-10,Éder Militão,0.11
2025-11-10,Giuliano Simeone,0.107
2025-11-10,Marcos Alonso,0.107
2025-11-10,Alberto Moleiro,0.106
2025-11-10,Azzedine Ounahi,0.106
2025-11-10,Manu Sánchez,0.103
2025-11-10,José Giménez,0.102
2025-11-10,David Carmo,0.101
2025-11-10,Mathew Ryan,0.1
2025-11-10,Abde Ezzalzouli,0.099
2025-11-10,Igor Zubeldia,0.099
2025-11-10,Clemens Riedel,0.099
2025-11-10,Etta Eyong,0.098
2025-11-10,Ionuț Radu,0.095
2025-11-10,Trent Alexander-Arnold,0.095
2025-11-10,Johnny Cardoso,0.095
2025-11-10,Dávid Hancko,0.094
2025-11-10,Aarón Escandell,0.092
2025-11-10,Natan Souza,0.092
2025-11-10,Pablo Barrios,0.091
2025-11-10,Arnaut Danjuma,0.091
2025-11-10,Antoine Griezmann,0.09
2025-11-10,Mauro Arambarri,0.09
2025-11-10,Álvaro Carreras,0.089
2025-11-10,Rafa Mir,0.089
2025-11-10,Carlos Álvarez,0.087
2025-11-10,Vitor Reis,0.086
2025-11-10,Gorka Guruzeta,0.081
2025-11-10,Santiago Mouriño,0.08
2025-11-10,Héctor Bellerín,0.079
2025-11-10,Unai Simón,0.077
2025-11-10,César Tárrega,0.077
2025-11-10,Odysseas Vlachodimos,0.075
2025-11-10,Arda Güler,0.073
2025-11-10,Sergio Carreira,0.073
2025-11-10,David Soria,0.072
2025-11-10,Abel Bretones,0.072
2025-11-10,Lucas Boyé,0.072
2025-11-10,Luiz Júnior,0.071
2025-11-10,Daley Blind,0.071
2025-11-10,Akor Adams,0.071
2025-11-10,Iván Martín,0.07
2025-11-10,Alfonso Pedraza,0.069
2025-11-10,Luis Milla,0.068
2025-11-10,Daniel Vivian,0.068
2025-11-10,Iván Romero,0.067
2025-11-10,Robert Lewandowski,0.066
2025-11-10,Jan Virgili,0.066
2025-11-10,Jude Bellingham,0.065
2025-11-10,Rubén Vargas,0.065
2025-11-10,Ferran Jutglà,0.065
2025-11-10,Pep Chavarría,0.062
2025-11-10,Kervin Arriaga,0.062
2025-11-10,Nico Williams,0.061
2025-11-10,Gabriel Suazo,0.058
2025-11-10,Johan Mojica,0.056
2025-11-10,Andrei Rațiu,0.056
2025-11-10,Gonçalo Guedes,0.056
2025-11-10,Nobel Mendy,0.056
2025-11-10,Edu Expósito,0.055
2025-11-10,Roberto Fernández,0.053
2025-11-10,Axel Witsel,0.052
2025-11-10,Mario Martín,0.051
2025-11-10,Tajon Buchanan,0.049
2025-11-10,Óscar Trejo,0.049
2025-11-10,Dro Fernández,0.049
2025-11-10,Pablo Durán,0.048
2025-11-10,Santi Cazorla,0.048
2025-11-10,Borja Iglesias,0.047
2025-11-10,Isco,0.047
2025-11-10,David Costas,0.047
2025-11-10,Luka Ilic,0.047
2025-11-10,Antonio Sivera,0.045
2025-11-10,Kike Barja,0.045
2025-11-10,Arsen Zakharyan,0.045
2025-11-10,Joan Jordan,0.044
2025-11-10,Adrià Altimira,0.044
2025-11-10,Unai Marrero,0.043
2025-11-10,Joan Garcia,0.042
2025-11-10,Jan Oblak,0.042
2025-11-10,Pepelu,0.042
2025-11-10,César Azpilicueta,0.042
2025-11-10,Lucas Bergström,0.042
2025-11-10,Urko Izeta,0.042
2025-11-10,Alex Baena,0.04
2025-11-10,Jorge de Frutos,0.04
2025-11-10,Peque Fernández,0.04
2025-11-10,Nahuel Tenaglia,0.038
2025-11-10,Matías Dituro,0.038
2025-11-10,Asier Osambela,0.038
2025-11-10,Alan Matturro,0.038
2025-11-10,Álvaro Valles,0.037
2025-11-10,Federico Viñas,0.037
2025-11-10,Jones El-Abdellaoui,0.037
2025-11-10,Mateo Joseph,0.036
2025-11-10,Charles Pickel,0.036
2025-11-10,Vedat Muriqi,0.035
2025-11-10,Thibaut Courtois,0.035
2025-11-10,Calebe Gonçalves,0.035
2025-11-10,Pablo Marín,0.035
2025-11-10,Antony Santos,0.034
2025-11-10,Adrià Pedrosa,0.034
2025-11-10,Adrián Liso,0.033
2025-11-10,Juan Iglesias,0.033
2025-11-10,Matteo Ruggeri,0.033
2025-11-10,Lamine Yamal,0.032
2025-11-10,Adrián San Miguel,0.032
2025-11-10,David López,0.032
2025-11-10,Thomas Partey,0.031
2025-11-10,Manu Bueno,0.031
2025-11-10,Alberto Dadie,0.031
2025-11-10,Dimitri Foulquier,0.03
2025-11-10,Pablo Agudín,0.03
2025-11-10,Ezequiel Ávila,0.03
2025-11-10,Pacha Espino,0.03
2025-11-10,Jesús Vázquez,0.03
2025-11-10,Ramón Terrats,0.03
2025-11-10,Dakonam Djené,0.029
2025-11-10,Bryan Gil,0.029
2025-11-10,Álvaro Odriozola,0.029
2025-11-10,Adama Boiro,0.029
2025-11-10,Victor Chust,0.028
2025-11-10,Denis Suárez,0.028
2025-11-10,Iker Muñoz,0.028
2025-11-10,Davinchi,0.028
2025-11-10,Jon Martin,0.027
2025-11-10,Alejandro Iturbe,0.027
2025-11-10,Álvaro Rodríguez,0.026
2025-11-10,Bambo Diaby,0.026
2025-11-10,Franco Cervi,0.026
2025-11-10,Allan Nyom,0.026
2025-11-10,Jonny Otto,0.025
2025-11-10,Juanlu Sánchez,0.025
2025-11-10,Rafa Marín,0.024
2025-11-10,André Silva,0.023
2025-11-10,Cédric Bakambu,0.023
2025-11-10,Marash Kumbulla,0.023
2025-11-10,Carlos Dominguez,0.022
2025-11-10,Carlos Espí,0.022
2025-11-10,Oier Luengo,0.022
2025-11-10,Javi Muñoz,0.021
2025-11-10,Raúl Asencio,0.02
2025-11-10,Aihen Muñoz,0.02
2025-11-10,Eray Cömert,0.02
2025-11-10,Dean Huijsen,0.019
2025-11-10,Christian Stuani,0.019
2025-11-10,Nacho Vidal,0.019
2025-11-10,Umar Sadiq,0.019
2025-11-10,Stole Dimitrievski,0.019
2025-11-10,Omar Mascarell,0.019
2025-11-10,Horațiu Moldovan,0.019
2025-11-10,Kwasi Sibo,0.019
2025-11-10,Carl Starfelt,0.018
2025-11-10,Víctor García,0.018
2025-11-10,Fran González,0.018
2025-11-10,Leandro Cabrera,0.017
2025-11-10,Tanguy Nianzou,0.017
2025-11-10,Juan Musso,0.017
2025-11-10,Diego Pampín,0.017
2025-11-10,Fran García,0.017
2025-11-10,Jofre Torrents,0.017
2025-11-10,Pablo Fornals,0.016
2025-11-10,Santiago Colombatto,0.016
2025-11-10,Giovani Lo Celso,0.015
2025-11-10,José Ángel Carmona,0.015
2025-11-10,Jon Aramburu,0.015
2025-11-10,Luiz Felipe,0.015
2025-11-10,Pau Navarro,0.015
2025-11-10,Abdón Prats,0.015
2025-11-10,Rubén García,0.014
2025-11-10,Samu Becerra,0.014
2025-11-10,Orri Óskarsson,0.014
2025-11-10,Diego Rico,0.013
2025-11-10,Salomón Rondón,0.013
2025-11-10,David Alaba,0.013
2025-11-10,Beñat Prados,0.013
2025-11-10,Juanmi Jiménez,0.013
2025-11-10,Ángel Fortuño,0.013
2025-11-10,Mikel Jauregizar,0.012
2025-11-10,Dani Ceballos,0.012
2025-11-10,Grady Diangana,0.012
2025-11-10,Yvan Neyou,0.012
2025-11-10,Marc Aguado,0.011
2025-11-10,John Donald,0.011
2025-11-10,Jofre Carreras,0.011
2025-11-10,Ismael Bekhoucha,0.011
2025-11-10,Augusto Batalla,0.01
2025-11-10,Yuri Berchiche,0.01
2025-11-10,Léo Pétrot,0.01
2025-11-10,Luca Koleosho,0.01
2025-11-10,Nikola Maraš,0.01
2025-11-10,Kylian Mbappé,0.009
2025-11-10,Antonio Blanco,0.009
2025-11-10,Willy Kambwala,0.009
2025-11-10,Frenkie De Jong,0.008
2025-11-10,Ramón Martínez,0.008
2025-11-10,Abdul Mumin,0.008
2025-11-10,Brahim Díaz,0.007
2025-11-10,Brandon Domingues,0.007
2025-11-10,Julián Álvarez,0.006
2025-11-10,André Almeida,0.006
2025-11-10,Javier López,0.006
2025-11-10,Ali Houary,0.006
2025-11-10,Aitor Fernández,0.006
2025-11-10,Yago Santiago,0.006
2025-11-10,Ilyas Chaira,0.005
2025-11-10,Yoel Lago,0.005
2025-11-10,Arnau Martínez,0.004
2025-11-10,Abu Kamara,0.004
2025-11-10,Ángel Ortiz,0.004
2025-11-10,Toni Fernández,0.004
2025-11-10,Jon Gorrotxategi,0.003
2025-11-10,Alemão,0.003
2025-11-10,Javier Rodríguez,0.003
2025-11-10,Álex Forés,0.003
2025-11-10,Sergio Camello,0.003
2025-11-10,Vinícius Júnior,0.002
2025-11-10,Carlos Soler,0.002
2025-11-10,Nahuel Molina,0.002
2025-11-10,Ilias Akhomach,0.002
2025-11-10,Javi Hernandez,0.001
2025-11-10,Ferland Mendy,0.001
2025-11-10,Robin Le Normand,-0.227
2025-11-10,Lucas Torró,-0.218
2025-11-10,Pau López,-0.198
2025-11-10,Jesús Areso,-0.187
2025-11-10,Oihan Sancet,-0.183
2025-11-10,Leo Román,-0.178
2025-11-10,Aitor Paredes,-0.175
2025-11-10,Franco Mastantuono,-0.174
2025-11-10,Rodrigo Mendoza,-0.157
2025-11-10,Alexis Sánchez,-0.156
2025-11-10,Lucien Agoumé,-0.155
2025-11-10,David Affengruber,-0.15
2025-11-10,Dani Carvajal,-0.143
2025-11-10,Pedro Bigas,-0.143
2025-11-10,Alejandro Catena,-0.141
2025-11-10,Isaac Romero,-0.139
2025-11-10,Dani Parejo,-0.136
2025-11-10,Martin Valjent,-0.135
2025-11-10,Ilaix Moriba,-0.133
2025-11-10,Sergi Altimira,-0.133
2025-11-10,Haissem Hassan,-0.13
2025-11-10,Iñaki Williams,-0.124
2025-11-10,Aurélien Tchouaméni,-0.119
2025-11-10,Sergi Cardona,-0.118
2025-11-10,Duje Ćaleta-Car,-0.117
2025-11-10,Hugo Duro,-0.116
2025-11-10,Samuel Costa,-0.115
2025-11-10,Ante Budimir,-0.115
2025-11-10,Sergi Darder,-0.114
2025-11-10,Alexander Sørloth,-0.114
2025-11-10,Javi Rueda,-0.112
2025-11-10,Diego López,-0.112
2025-11-10,Vladyslav Vanat,-0.112
2025-11-10,Tyrhys Dolan,-0.112
2025-11-10,Conor Gallagher,-0.111
2025-11-10,Georges Mikautadze,-0.108
2025-11-10,Javi Puado,-0.107
2025-11-10,Unai López,-0.105
2025-11-10,Ander Barrenetxea,-0.105
2025-11-10,Manor Solomon,-0.103
2025-11-10,Iago Aspas,-0.103
2025-11-10,Omar El Hilali,-0.101
2025-11-10,Alex Remiro,-0.098
2025-11-10,Javi Guerra,-0.097
2025-11-10,Iker Benito,-0.096
2025-11-10,Jeremy Toljan,-0.094
2025-11-10,Álex Moreno,-0.091
2025-11-10,Kike García,-0.089
2025-11-10,Hugo Sotelo,-0.088
2025-11-10,Pape Gueye,-0.087
2025-11-10,Valentin Rosier,-0.086
2025-11-10,Hugo Álvarez,-0.085
2025-11-10,Iñaki Peña,-0.085
2025-11-10,Adrián de la Fuente,-0.081
2025-11-10,Flavien Boyomo,-0.081
2025-11-10,Carlos Vicente,-0.081
2025-11-10,Junior Firpo,-0.078
2025-11-10,Leander Dendoncker,-0.077
2025-11-10,Gerard Martín,-0.075
2025-11-10,Pathé Ciss,-0.075
2025-11-10,Roony Bardghji,-0.074
2025-11-10,Rodrygo,-0.074
2025-11-10,Pablo Ibáñez,-0.072
2025-11-10,Fernando Calero,-0.072
2025-11-10,Mouctar Diakhaby,-0.071
2025-11-10,Jules Koundé,-0.071
2025-11-10,Kike Salas,-0.07
2025-11-10,Yangel Herrera,-0.07
2025-11-10,Baptiste Santamaria,-0.07
2025-11-10,Coba da Costa,-0.064
2025-11-10,Pablo Martínez,-0.064
2025-11-10,Clément Lenglet,-0.063
2025-11-10,Goduine Koyalipou,-0.061
2025-11-10,Nico González,-0.061
2025-11-10,Iván Villar,-0.06
2025-11-10,Marko Dmitrović,-0.059
2025-11-10,Djibril Sow,-0.058
2025-11-10,Óscar Valentín,-0.058
2025-11-10,Andreas Christensen,-0.058
2025-11-10,Facundo Garcés,-0.057
2025-11-10,Pablo Torre,-0.057
2025-11-10,Arnau Tenas,-0.056
2025-11-10,Dani Raba,-0.056
2025-11-10,Alfon González,-0.055
2025-11-10,Nicolas Pépé,-0.055
2025-11-10,Fran Pérez,-0.054
2025-11-10,Victor Muñoz,-0.054
2025-11-10,Yáser Asprilla,-0.051
2025-11-10,Kiko Femenía,-0.05
2025-11-10,Florian Lejeune,-0.05
2025-11-10,Fede Redondo,-0.049
2025-11-10,Logan Costa,-0.049
2025-11-10,Unai Elgezabal,-0.049
2025-11-10,Abde Rebbach,-0.049
2025-11-10,Abdel Alhassane,-0.049
2025-11-10,Ricardo Rodríguez,-0.049
2025-11-10,Abdel Abqar,-0.048
2025-11-10,Eric Bailly,-0.048
2025-11-10,Álvaro García,-0.048
2025-11-10,Maroan Sannadi,-0.047
2025-11-10,Marc Roca,-0.047
2025-11-10,Filip Ugrinic,-0.046
2025-11-10,Joseph Aidoo,-0.046
2025-11-10,Cristian Portu,-0.046
2025-11-10,Martim Neto,-0.046
2025-11-10,Mikel Goti,-0.045
2025-11-10,Álvaro Fernández,-0.045
2025-11-10,Unai Vencedor,-0.045
2025-11-10,Hugo Rincón,-0.044
2025-11-10,Pedro Díaz,-0.044
2025-11-10,Aitor Ruibal,-0.044
2025-11-10,Yeray Álvarez,-0.043
2025-11-10,Jon Karrikaburu,-0.043
2025-11-10,Ander Guevara,-0.043
2025-11-10,Mateu Morey,-0.043
2025-11-10,José Luis Morales,-0.043
2025-11-10,Pau Cubarsi,-0.043
2025-11-10,Rodrigo Riquelme,-0.042
2025-11-10,Oriol Rey,-0.04
2025-11-10,Diego Llorente,-0.04
2025-11-10,Pedri,-0.04
2025-11-10,Pichu Cuéllar,-0.039
2025-11-10,José Copete,-0.039
2025-11-10,Thomas Lemar,-0.039
2025-11-10,Roger Brugué,-0.037
2025-11-10,Isi Palazón,-0.037
2025-11-10,Dominik Livakovic,-0.036
2025-11-10,Thierry Correia,-0.036
2025-11-10,Gerard Gumbau,-0.035
2025-11-10,Endrick,-0.035
2025-11-10,Pablo García,-0.035
2025-11-10,Pablo Campos,-0.035
2025-11-10,Miguel Rubio,-0.034
2025-11-10,Gavi,-0.034
2025-11-10,Lander Pinillos,-0.033
2025-11-10,Javi Galán,-0.033
2025-11-10,Iker Losada,-0.033
2025-11-10,Ørjan Nyland,-0.033
2025-11-10,Dani Olmo,-0.033
2025-11-10,Ferran Torres,-0.032
2025-11-10,Takuma Asano,-0.031
2025-11-10,Chidera Ejuke,-0.031
2025-11-10,Josip Brekalo,-0.03
2025-11-10,Vladyslav Krapyvtsov,-0.03
2025-11-10,Moussa Diarra,-0.03
2025-11-10,Alejandro Rego,-0.03
2025-11-10,Alejandro Balde,-0.029
2025-11-10,Iván Balliu,-0.028
2025-11-10,Mikel Vesga,-0.028
2025-11-10,Cristian Rivero,-0.028
2025-11-10,Adnan Januzaj,-0.027
2025-11-10,Fran Beltrán,-0.027
2025-11-10,Rubén Sánchez,-0.026
2025-11-10,Sheraldo Becker,-0.025
2025-11-10,Nico Serrano,-0.025
2025-11-10,Marcão,-0.025
2025-11-10,Pol Lozano,-0.024
2025-11-10,Carlos Romero,-0.024
2025-11-10,Beñat Turrientes,-0.023
2025-11-10,Nelson Deossa,-0.023
2025-11-10,Álex Sancris,-0.023
2025-11-10,Raphinha,-0.023
2025-11-10,Adam Boayar,-0.022
2025-11-10,Manu Morlanes,-0.021
2025-11-10,Joel Roca,-0.021
2025-11-10,Jon Pacheco,-0.02
2025-11-10,Carles Aleñá,-0.02
2025-11-10,Marc Domènech,-0.019
2025-11-10,Iñigo Ruiz De Galarreta,-0.019
2025-11-10,Jozhua Vertrouwd,-0.018
2025-11-10,Sergio Gómez,-0.018
2025-11-10,Javi Llabrés,-0.017
2025-11-10,Eric García,-0.017
2025-11-10,Manu Fernández,-0.016
2025-11-10,Carlos Martín,-0.015
2025-11-10,Alejandro Francés,-0.015
2025-11-10,Omar Falah,-0.014
2025-11-10,Marc Bernal,-0.014
2025-11-10,Domingos Duarte,-0.014
2025-11-10,Josán Fernández,-0.013
2025-11-10,Hector Fort,-0.013
2025-11-10,Tani Oluwaseyi,-0.013
2025-11-10,Germán Valera,-0.013
2025-11-10,Álvaro Lemos,-0.012
2025-11-10,Takefusa Kubo,-0.012
2025-11-10,Fábio Cardoso,-0.011
2025-11-10,Largie Ramazani,-0.011
2025-11-10,Valentín Gómez,-0.011
2025-11-10,Luka Sučić,-0.01
2025-11-10,Alex Padilla,-0.01
2025-11-10,Juan Carlos Martín,-0.01
2025-11-10,Youssef Enríquez,-0.01
2025-11-10,Toni Martínez,-0.01
2025-11-10,Damián Rodríguez,-0.009
2025-11-10,Nemanja Gudelj,-0.009
2025-11-10,Diego Conde,-0.007
2025-11-10,Jorge Herrando,-0.007
2025-11-10,Andriy Lunin,-0.006
2025-11-10,Arkaitz Mariezkurrena,-0.006
2025-11-10,Batista Mendy,-0.006
2025-11-10,Toni Lato,-0.004
2025-11-10,Raúl García de Haro,-0.004
2025-11-10,Matías Moreno,-0.004
2025-11-10,Jon Ander Olasagasti,-0.003
2025-11-10,Urko González,-0.003
2025-11-10,Víctor Parada,-0.003
2025-11-10,Antonio Rüdiger,-0.003
2025-11-10,José Luis Gayà,-0.003
2025-11-10,Pau Cabanes,-0.002
2025-11-10,Jon Guridi,-0.002
2025-11-10,Mariano Díaz,-0.002
2025-11-10,Ter Stegen,-0.002
2025-11-10,Jiri Letacek,-0.002
2025-11-10,Andoni Gorosabel,-0.002
2025-11-10,Raúl Fernández,-0.001
2025-11-10,Alberto Reina,-0.001
2025-11-10,Luis Rioja,-0.001
2025-11-10,Álex Berenguer,-0.001
2025-11-11,Aleix Febas,0.205
2025-11-11,Óscar Mingueza,0.187
2025-11-11,Brais Méndez,0.186
2025-11-11,Pablo Maffeo,0.181
2025-11-11,Ronald Araújo,0.178
2025-11-11,Koke,0.168
2025-11-11,Viktor Tsygankov,0.167
2025-11-11,Sofyan Amrabat,0.166
2025-11-11,Sergio Herrera,0.165
2025-11-11,Aimar Oroz,0.164
2025-11-11,Borja Mayoral,0.162
2025-11-11,Moi Gómez,0.156
2025-11-11,Marc Casadó,0.155
2025-11-11,Marcus Rashford,0.153
2025-11-11,Gerard Moreno,0.151
2025-11-11,Robert Navarro,0.151
2025-11-11,Álvaro Núñez,0.151
2025-11-11,Arnaut Danjuma,0.148
2025-11-11,Cucho Hernández,0.147
2025-11-11,Renato Veiga,0.146
2025-11-11,Marc Bartra,0.144
2025-11-11,Santi Comesaña,0.144
2025-11-11,Pere Milla,0.141
2025-11-11,Jon Moncayola,0.141
2025-11-11,Igor Zubeldia,0.14
2025-11-11,Wojciech Szczęsny,0.138
2025-11-11,Marcos Llorente,0.137
2025-11-11,Juan Foyth,0.137
2025-11-11,Paulo Gazzaniga,0.137
2025-11-11,Thiago Almada,0.136
2025-11-11,Johnny Cardoso,0.135
2025-11-11,Bryan Zaragoza,0.135
2025-11-11,Manu Sánchez,0.134
2025-11-11,Julen Agirrezabala,0.133
2025-11-11,Daley Blind,0.133
2025-11-11,Eduardo Camavinga,0.132
2025-11-11,Mikel Oyarzabal,0.129
2025-11-11,Iván Romero,0.129
2025-11-11,Mauro Arambarri,0.129
2025-11-11,Fermín López,0.128
2025-11-11,Carlos Álvarez,0.127
2025-11-11,Dávid Hancko,0.125
2025-11-11,Andrei Rațiu,0.125
2025-11-11,Azzedine Ounahi,0.125
2025-11-11,Giuliano Simeone,0.121
2025-11-11,Natan Souza,0.12
2025-11-11,Éder Militão,0.119
2025-11-11,Etta Eyong,0.118
2025-11-11,Pablo Barrios,0.118
2025-11-11,Alberto Moleiro,0.114
2025-11-11,Johan Mojica,0.114
2025-11-11,Mathew Ryan,0.114
2025-11-11,Rafa Marín,0.112
2025-11-11,Santiago Mouriño,0.112
2025-11-11,Lucas Boyé,0.112
2025-11-11,José Giménez,0.112
2025-11-11,Aarón Escandell,0.111
2025-11-11,Rafa Mir,0.111
2025-11-11,David Carmo,0.108
2025-11-11,Álvaro Carreras,0.107
2025-11-11,Marcos Alonso,0.106
2025-11-11,Trent Alexander-Arnold,0.105
2025-11-11,Antoine Griezmann,0.104
2025-11-11,Abde Ezzalzouli,0.104
2025-11-11,Vitor Reis,0.104
2025-11-11,Pep Chavarría,0.103
2025-11-11,Clemens Riedel,0.103
2025-11-11,Daniel Vivian,0.102
2025-11-11,Nico Williams,0.1
2025-11-11,Unai Simón,0.1
2025-11-11,Roberto Fernández,0.097
2025-11-11,David Soria,0.095
2025-11-11,Odysseas Vlachodimos,0.095
2025-11-11,Gorka Guruzeta,0.092
2025-11-11,Héctor Bellerín,0.091
2025-11-11,Borja Iglesias,0.09
2025-11-11,Akor Adams,0.089
2025-11-11,Rubén Vargas,0.088
2025-11-11,Edu Expósito,0.085
2025-11-11,Jude Bellingham,0.084
2025-11-11,Yuri Berchiche,0.084
2025-11-11,Luiz Júnior,0.084
2025-11-11,Arda Güler,0.082
2025-11-11,Ferran Jutglà,0.082
2025-11-11,Axel Witsel,0.081
2025-11-11,Iván Martín,0.081
2025-11-11,Sergio Carreira,0.081
2025-11-11,Luis Milla,0.08
2025-11-11,Raúl Asencio,0.08
2025-11-11,Jorge de Frutos,0.079
2025-11-11,Vedat Muriqi,0.078
2025-11-11,Isco,0.078
2025-11-11,Abel Bretones,0.078
2025-11-11,Alfonso Pedraza,0.078
2025-11-11,Jan Virgili,0.077
2025-11-11,Kervin Arriaga,0.077
2025-11-11,Gonçalo Guedes,0.075
2025-11-11,Aymeric Laporte,0.072
2025-11-11,Antonio Sivera,0.072
2025-11-11,Eric García,0.071
2025-11-11,Robert Lewandowski,0.07
2025-11-11,Juan Iglesias,0.07
2025-11-11,Victor Chust,0.07
2025-11-11,Joan Garcia,0.069
2025-11-11,Gabriel Suazo,0.066
2025-11-11,David Costas,0.065
2025-11-11,Peque Fernández,0.064
2025-11-11,Jan Oblak,0.063
2025-11-11,Pepelu,0.063
2025-11-11,Mario Martín,0.063
2025-11-11,Ionuț Radu,0.061
2025-11-11,Dakonam Djené,0.061
2025-11-11,Nobel Mendy,0.059
2025-11-11,Alex Baena,0.058
2025-11-11,Nahuel Tenaglia,0.058
2025-11-11,Augusto Batalla,0.055
2025-11-11,Pablo Durán,0.054
2025-11-11,Lamine Yamal,0.053
2025-11-11,Leandro Cabrera,0.053
2025-11-11,Antony Santos,0.052
2025-11-11,Calebe Gonçalves,0.051
2025-11-11,Jonny Otto,0.05
2025-11-11,Lucas Bergström,0.05
2025-11-11,André Silva,0.049
2025-11-11,Dani Ceballos,0.049
2025-11-11,Matías Dituro,0.048
2025-11-11,Mikel Goti,0.048
2025-11-11,Diego Morcillo,0.048
2025-11-11,Florian Lejeune,0.046
2025-11-11,Adrián Liso,0.046
2025-11-11,Lander Pinillos,0.045
2025-11-11,Mateo Joseph,0.044
2025-11-11,Ferland Mendy,0.044
2025-11-11,Pablo Fornals,0.043
2025-11-11,Álvaro Valles,0.043
